[\\mb-fps3\Data\Data_T2\Res_Sa2_25\San_Lea_25.225|0|0],"","",""
MJRAW.SLIPA[8].TtwrawA539,"","","Total R-D qualified expenditures"
MJRAW.SLIPA[8].TtwrawA359,"","","Tax credit for expenditures incurred by the corporation RD-1029.8.16.1"
MJRAW.SLIPA[9].TtwrawA539,"","","Total R-D qualified expenditures"
MJRAW.SLIPA[9].TtwrawA359,"","","Tax credit for expenditures incurred by the corporation RD-1029.8.16.1"
MJRAW.SLIPA[10].TtwrawA539,"","","Total R-D qualified expenditures"
MJRAW.SLIPA[10].TtwrawA359,"","","Tax credit for expenditures incurred by the corporation RD-1029.8.16.1"
MJRAW.SLIPA[11].TtwrawA539,"","","Total R-D qualified expenditures"
MJRAW.SLIPA[11].TtwrawA359,"","","Tax credit for expenditures incurred by the corporation RD-1029.8.16.1"
MJRAW.SLIPA[12].TtwrawA539,"","","Total R-D qualified expenditures"
MJRAW.SLIPA[12].TtwrawA359,"","","Tax credit for expenditures incurred by the corporation RD-1029.8.16.1"
MJRAW.SLIPA[13].TtwrawA539,"","","Total R-D qualified expenditures"
MJRAW.SLIPA[13].TtwrawA359,"","","Tax credit for expenditures incurred by the corporation RD-1029.8.16.1"
MJRAW.SLIPA[14].TtwrawA539,"","","Total R-D qualified expenditures"
MJRAW.SLIPA[14].TtwrawA359,"","","Tax credit for expenditures incurred by the corporation RD-1029.8.16.1"
MJRAW.SLIPA[15].TtwrawA539,"","","Total R-D qualified expenditures"
MJRAW.SLIPA[15].TtwrawA359,"","","Tax credit for expenditures incurred by the corporation RD-1029.8.16.1"
MJRAW.SLIPA[2].TtwrawA540,"","","Total R-D qualified expenditures"
MJRAW.SLIPA[2].TtwrawA361,"","","Tax credit for expenditures incurred by the corporation RD-1029.8.6"
MJRAW.SLIPA[3].TtwrawA540,"","","Total R-D qualified expenditures"
MJRAW.SLIPA[3].TtwrawA361,"","","Tax credit for expenditures incurred by the corporation RD-1029.8.6"
MJRAW.SLIPA[4].TtwrawA540,"","","Total R-D qualified expenditures"
MJRAW.SLIPA[4].TtwrawA361,"","","Tax credit for expenditures incurred by the corporation RD-1029.8.6"
MJRAW.SLIPA[5].TtwrawA540,"","","Total R-D qualified expenditures"
MJRAW.SLIPA[5].TtwrawA361,"","","Tax credit for expenditures incurred by the corporation RD-1029.8.6"
MJRAW.SLIPA[6].TtwrawA540,"","","Total R-D qualified expenditures"
MJRAW.SLIPA[6].TtwrawA361,"","","Tax credit for expenditures incurred by the corporation RD-1029.8.6"
MJRAW.SLIPA[7].TtwrawA540,"","","Total R-D qualified expenditures"
MJRAW.SLIPA[7].TtwrawA361,"","","Tax credit for expenditures incurred by the corporation RD-1029.8.6"
MJRAW.SLIPA[8].TtwrawA540,"","","Total R-D qualified expenditures"
MJRAW.SLIPA[8].TtwrawA361,"","","Tax credit for expenditures incurred by the corporation RD-1029.8.6"
MJRAW.SLIPA[9].TtwrawA540,"","","Total R-D qualified expenditures"
MJRAW.SLIPA[9].TtwrawA361,"","","Tax credit for expenditures incurred by the corporation RD-1029.8.6"
MJRAW.SLIPA[10].TtwrawA540,"","","Total R-D qualified expenditures"
MJRAW.SLIPA[10].TtwrawA361,"","","Tax credit for expenditures incurred by the corporation RD-1029.8.6"
MJRAW.SLIPA[11].TtwrawA540,"","","Total R-D qualified expenditures"
MJRAW.SLIPA[11].TtwrawA361,"","","Tax credit for expenditures incurred by the corporation RD-1029.8.6"
MJRAW.SLIPA[12].TtwrawA540,"","","Total R-D qualified expenditures"
MJRAW.SLIPA[12].TtwrawA361,"","","Tax credit for expenditures incurred by the corporation RD-1029.8.6"
MJRAW.SLIPA[13].TtwrawA540,"","","Total R-D qualified expenditures"
MJRAW.SLIPA[13].TtwrawA361,"","","Tax credit for expenditures incurred by the corporation RD-1029.8.6"
MJRAW.SLIPA[14].TtwrawA540,"","","Total R-D qualified expenditures"
MJRAW.SLIPA[14].TtwrawA361,"","","Tax credit for expenditures incurred by the corporation RD-1029.8.6"
MJRAW.SLIPA[15].TtwrawA540,"","","Total R-D qualified expenditures"
MJRAW.SLIPA[15].TtwrawA361,"","","Tax credit for expenditures incurred by the corporation RD-1029.8.6"
MJRAW.SLIPA[2].TtwrawA541,"","","Total R-D qualified expenditures"
MJRAW.SLIPA[2].TtwrawA363,"","","Tax credit for expenditures incurred by the corporation RD-1029.8.9.03"
MJRAW.SLIPA[3].TtwrawA541,"","","Total R-D qualified expenditures"
MJRAW.SLIPA[3].TtwrawA363,"","","Tax credit for expenditures incurred by the corporation RD-1029.8.9.03"
MJRAW.SLIPA[4].TtwrawA541,"","","Total R-D qualified expenditures"
MJRAW.SLIPA[4].TtwrawA363,"","","Tax credit for expenditures incurred by the corporation RD-1029.8.9.03"
MJRAW.SLIPA[5].TtwrawA541,"","","Total R-D qualified expenditures"
MJRAW.SLIPA[5].TtwrawA363,"","","Tax credit for expenditures incurred by the corporation RD-1029.8.9.03"
MJRAW.SLIPA[6].TtwrawA541,"","","Total R-D qualified expenditures"
MJRAW.SLIPA[6].TtwrawA363,"","","Tax credit for expenditures incurred by the corporation RD-1029.8.9.03"
MJRAW.SLIPA[7].TtwrawA541,"","","Total R-D qualified expenditures"
MJRAW.SLIPA[7].TtwrawA363,"","","Tax credit for expenditures incurred by the corporation RD-1029.8.9.03"
MJRAW.SLIPA[8].TtwrawA541,"","","Total R-D qualified expenditures"
MJRAW.SLIPA[8].TtwrawA363,"","","Tax credit for expenditures incurred by the corporation RD-1029.8.9.03"
MJRAW.SLIPA[9].TtwrawA541,"","","Total R-D qualified expenditures"
MJRAW.SLIPA[9].TtwrawA363,"","","Tax credit for expenditures incurred by the corporation RD-1029.8.9.03"
MJRAW.SLIPA[10].TtwrawA541,"","","Total R-D qualified expenditures"
MJRAW.SLIPA[10].TtwrawA363,"","","Tax credit for expenditures incurred by the corporation RD-1029.8.9.03"
MJRAW.SLIPA[11].TtwrawA541,"","","Total R-D qualified expenditures"
MJRAW.SLIPA[11].TtwrawA363,"","","Tax credit for expenditures incurred by the corporation RD-1029.8.9.03"
MJRAW.SLIPA[12].TtwrawA541,"","","Total R-D qualified expenditures"
MJRAW.SLIPA[12].TtwrawA363,"","","Tax credit for expenditures incurred by the corporation RD-1029.8.9.03"
MJRAW.SLIPA[13].TtwrawA541,"","","Total R-D qualified expenditures"
MJRAW.SLIPA[13].TtwrawA363,"","","Tax credit for expenditures incurred by the corporation RD-1029.8.9.03"
MJRAW.SLIPA[14].TtwrawA541,"","","Total R-D qualified expenditures"
MJRAW.SLIPA[14].TtwrawA363,"","","Tax credit for expenditures incurred by the corporation RD-1029.8.9.03"
MJRAW.SLIPA[15].TtwrawA541,"","","Total R-D qualified expenditures"
MJRAW.SLIPA[15].TtwrawA363,"","","Tax credit for expenditures incurred by the corporation RD-1029.8.9.03"
QCCCR.SLIPA[1].Ttwccr50,"1","1","Check the box that corresponds to the type of entity that incurred the qualified expenditures (only one choice per form is possible)."
QRTPF.Ttrtpf22,"President","President","(Position)"
RSQNP.Ttaqnp17,"4540 Papineau","4540 Papineau","Number, street, P.O. box"
RSQNP.Ttaqnp19,"Montreal","Montreal","City, town or municipality"
RSQNP.Ttaqnp80,"QC","QC","Province, state"
RSQNP.Ttaqnp21,"H2H 1V3","H2H 1V3","Postal code"
QCAUQ[1].Ttaauq92,"Y","Y","Update the information on the form based on the preparer profile used in the Identification form."
QCAUQ[1].Ttaauq99,"2024-09-25","2023-09-14","Rolled forward data – Date the form was last submitted or form signature date of the preceding fiscal period."
QCAUQ[1].Ttaauq154,"Y","Y","Rolled forward data – You had a valid authorization or power of attorney in the previous year."
QCAUQ[1].Ttaauq2,"4540","4540","Street number"
QCAUQ[1].Ttaauq3,"Papineau","Papineau","Street name, P.O. box"
QCAUQ[1].Ttaauq56,"Montreal","Montreal","City, town or municipality"
QCAUQ[1].Ttaauq5,"QC","QC","Province"
QCAUQ[1].Ttaauq6,"H2H 1V3","H2H 1V3","Postal code"
QCAUQ[1].Ttaauq61,"(514) 887-8685","(514) 887-8685","Area code Telephone"
QCAUQ[1].Ttaauq12,"Mongiat","Mongiat","Last name"
QCAUQ[1].Ttaauq146,"Joseph","Joseph","First name"
QCAUQ[1].Ttaauq164,"Y","Y","I confirm that this authorization or power of attorney is signed in two copies. I undertake to keep one of these signed originals as well a copy of the documents attesting the authorization to act of my representative and to provide them upon request to Revenu Québec, if necessary."
QCOPE.Ttqope51,"93,715","93,715","Original cost of depreciable – Office equipment and furniture (plants)"
ABATA.Ttwata6,"4540 Papineau","4540 Papineau","Mailing Address of Business – Line 1"
ABATA.Ttwata168,"Montreal","Montreal","Mailing Address of Business – City/Town"
ABATA.Ttwata9,"QC","QC","Mailing Address of Business – Prov./ State"
ABATA.Ttwata189,"H2H 1V3","H2H 1V3","Mailing Address of Business – Postal Code"
ABATA.Ttwata34,"Gurpreet Singh Sandhu","Gurpreet Singh Sandhu","Name of person to contact to discuss this return"
ABATA.Ttwata35,"(514) 887-8685","(514) 887-8685","Telephone number of person to contact to discuss this return"
ABATA.Ttwata204,"Y","Y","Was this return prepared by a tax preparer for a fee?"
ABATA.Ttwata205,"Mongiat Bernucci LLP","Mongiat Bernucci LLP","If yes, provide the preparer's name or firm name:"
ABATA.Ttwata165,"Sandhu","Sandhu","Surname"
ABATA.Ttwata36,"Gurpreet Singh","Gurpreet Singh","First Name"
ABATA.Ttwata166,"President","President","Position, Office or Rank"
ABTAA.Ttwtaa65,"Gurpreet Singh Sandhu","Gurpreet Singh Sandhu","Person to contact to discuss this application"
ABTAA.Ttwtaa66,"(514) 887-8685","(514) 887-8685","Telephone Number"
ABTAA.Ttwtaa57,"Sandhu","Sandhu","Certification – Surname"
ABTAA.Ttwtaa71,"Gurpreet Singh","Gurpreet Singh","Certification – First Name"
ABTAA.Ttwtaa58,"President","President","Certification – Position, office or rank"
ABCFA.Ttwcfa23,"99,278","102,031","Fixed assets (excluding land) per financial statements – Opening net book value"
MJRAW.SLIPA[2].TtwrawA44,"0","","Eligible expenditures for Alberta purposes"
MJRAW.SLIPA[2].TtwrawA45,"0","","Alberta innovation employment grant"
MJRAW.SLIPA[3].TtwrawA44,"0","","Eligible expenditures for Alberta purposes"
MJRAW.SLIPA[3].TtwrawA45,"0","","Alberta innovation employment grant"
MJRAW.SLIPA[4].TtwrawA44,"0","","Eligible expenditures for Alberta purposes"
MJRAW.SLIPA[4].TtwrawA45,"0","","Alberta innovation employment grant"
MJRAW.SLIPA[5].TtwrawA44,"0","","Eligible expenditures for Alberta purposes"
MJRAW.SLIPA[5].TtwrawA45,"0","","Alberta innovation employment grant"
MJRAW.SLIPA[6].TtwrawA44,"0","","Eligible expenditures for Alberta purposes"
MJRAW.SLIPA[6].TtwrawA45,"0","","Alberta innovation employment grant"
MJRAW.SLIPA[7].TtwrawA44,"0","","Eligible expenditures for Alberta purposes"
MJRAW.SLIPA[7].TtwrawA45,"0","","Alberta innovation employment grant"
MJRAW.SLIPA[8].TtwrawA44,"0","","Eligible expenditures for Alberta purposes"
MJRAW.SLIPA[8].TtwrawA45,"0","","Alberta innovation employment grant"
MJRAW.SLIPA[9].TtwrawA44,"0","","Eligible expenditures for Alberta purposes"
MJRAW.SLIPA[9].TtwrawA45,"0","","Alberta innovation employment grant"
MJRAW.SLIPA[10].TtwrawA44,"0","","Eligible expenditures for Alberta purposes"
MJRAW.SLIPA[10].TtwrawA45,"0","","Alberta innovation employment grant"
MJRAW.SLIPA[11].TtwrawA44,"0","","Eligible expenditures for Alberta purposes"
MJRAW.SLIPA[11].TtwrawA45,"0","","Alberta innovation employment grant"
MJRAW.SLIPA[12].TtwrawA44,"0","","Eligible expenditures for Alberta purposes"
MJRAW.SLIPA[12].TtwrawA45,"0","","Alberta innovation employment grant"
MJRAW.SLIPA[13].TtwrawA44,"0","","Eligible expenditures for Alberta purposes"
MJRAW.SLIPA[13].TtwrawA45,"0","","Alberta innovation employment grant"
MJRAW.SLIPA[14].TtwrawA44,"0","","Eligible expenditures for Alberta purposes"
MJRAW.SLIPA[14].TtwrawA45,"0","","Alberta innovation employment grant"
MJRAW.SLIPA[15].TtwrawA44,"0","","Eligible expenditures for Alberta purposes"
MJRAW.SLIPA[15].TtwrawA45,"0","","Alberta innovation employment grant"
ABAUA[1].Ttaaua54,"Y","Y","Do you wish to file this form every year?"
ABAUA[1].Ttaaua89,"Y","Y","Authorize a third party representative to receive taxpayer information. Complete all fields except Part 5."
BCBRD.Ttwbrd1,"Gurpreet Singh Sandhu","Gurpreet Singh Sandhu","Contact person's name"
BCBRD.Ttwbrd2,"(514) 887-8685","(514) 887-8685","Telephone number"
BCBRD.Ttwbrd5,"N","N","Was the corporation at any time in the year controlled directly or indirectly in any manner whatever by one or more persons, all or part of whose income was exempt from tax under section 27 of the Income Tax Act (British Columbia) or Part I of the federal Act?"
BCBRD.Ttwbrd6,"N","N","Was the corporation at any time in the year: a) a small business venture capital corporation registered under section 3 of the Small Business Venture Capital Act?"
BCBRD.Ttwbrd7,"N","N","Was the corporation at any time in the year: b) an employee venture capital corporation registered under section 8 of the Employee Investment Act?"
BCLTR.Ttaltr5,"(514) 887-8685","(514) 887-8685","Telephone Number"
MBMCT.Ttamct280,"N","N","Is the corporation a crown corporation?"
MBMCT.Ttamct11,"4540 Papineau","4540 Papineau","Mailing address – Line 1"
MBMCT.Ttamct13,"Montreal","Montreal","City"
MBMCT.TTamct264,"QC","QC","Province"
MBMCT.Ttamct14,"H2H 1V3","H2H 1V3","Postal code"
MBMCT.Ttamct222,"Gurpreet Singh Sandhu","Gurpreet Singh Sandhu","Certification – Name"
MBMCT.Ttamct224,"President","President","Position or rank of officer"
MJRAW.SLIPA[2].TtwrawA339,"","","Paid up capital before capital deduction"
MJRAW.SLIPA[2].TtwrawA340,"","","Capital tax payable"
MJRAW.SLIPA[3].TtwrawA339,"","","Paid up capital before capital deduction"
MJRAW.SLIPA[3].TtwrawA340,"","","Capital tax payable"
MJRAW.SLIPA[4].TtwrawA339,"","","Paid up capital before capital deduction"
MJRAW.SLIPA[4].TtwrawA340,"","","Capital tax payable"
MJRAW.SLIPA[5].TtwrawA339,"","","Paid up capital before capital deduction"
MJRAW.SLIPA[5].TtwrawA340,"","","Capital tax payable"
MJRAW.SLIPA[6].TtwrawA339,"","","Paid up capital before capital deduction"
MJRAW.SLIPA[6].TtwrawA340,"","","Capital tax payable"
MJRAW.SLIPA[7].TtwrawA339,"","","Paid up capital before capital deduction"
MJRAW.SLIPA[7].TtwrawA340,"","","Capital tax payable"
MJRAW.SLIPA[8].TtwrawA339,"","","Paid up capital before capital deduction"
MJRAW.SLIPA[8].TtwrawA340,"","","Capital tax payable"
MJRAW.SLIPA[9].TtwrawA339,"","","Paid up capital before capital deduction"
MJRAW.SLIPA[9].TtwrawA340,"","","Capital tax payable"
MJRAW.SLIPA[10].TtwrawA339,"","","Paid up capital before capital deduction"
MJRAW.SLIPA[10].TtwrawA340,"","","Capital tax payable"
MJRAW.SLIPA[11].TtwrawA339,"","","Paid up capital before capital deduction"
MJRAW.SLIPA[11].TtwrawA340,"","","Capital tax payable"
MJRAW.SLIPA[12].TtwrawA339,"","","Paid up capital before capital deduction"
MJRAW.SLIPA[12].TtwrawA340,"","","Capital tax payable"
MJRAW.SLIPA[13].TtwrawA339,"","","Paid up capital before capital deduction"
MJRAW.SLIPA[13].TtwrawA340,"","","Capital tax payable"
MJRAW.SLIPA[14].TtwrawA339,"","","Paid up capital before capital deduction"
MJRAW.SLIPA[14].TtwrawA340,"","","Capital tax payable"
MJRAW.SLIPA[15].TtwrawA339,"","","Paid up capital before capital deduction"
MJRAW.SLIPA[15].TtwrawA340,"","","Capital tax payable"
ONTDC.Ttwtdc161,"Y","Y","Is the corporation a specified corporation (46(5) or 51(1) of the Taxation Act, 2007 (Ontario))?"
ONTDC.Ttwtdc164,"130,589","130,589","Total federal balance at the end of the previous tax year"
ONTDC.Ttwtdc166,"130,589","130,589","Total Ontario balance at the end of the previous tax year"
ONTDC.Ttwtdc167,"2008-04-01","2008-04-01","Start of the corporation's reference period"
ONTDC.Ttwtdc160,"2013-03-31","2013-03-31","End of the corporation's reference period"
ONTDC.Ttwtdc162,"N","N","Did the corporation or a predecessor corporation make an election in Part 4 at the transition time?"
MJRAW.SLIPA[2].TtwrawA414,"","","Ontario Innovation Tax Credit available"
MJRAW.SLIPA[3].TtwrawA414,"","","Ontario Innovation Tax Credit available"
MJRAW.SLIPA[4].TtwrawA414,"","","Ontario Innovation Tax Credit available"
MJRAW.SLIPA[5].TtwrawA414,"","","Ontario Innovation Tax Credit available"
MJRAW.SLIPA[6].TtwrawA414,"","","Ontario Innovation Tax Credit available"
MJRAW.SLIPA[7].TtwrawA414,"","","Ontario Innovation Tax Credit available"
MJRAW.SLIPA[8].TtwrawA414,"","","Ontario Innovation Tax Credit available"
MJRAW.SLIPA[9].TtwrawA414,"","","Ontario Innovation Tax Credit available"
MJRAW.SLIPA[10].TtwrawA414,"","","Ontario Innovation Tax Credit available"
MJRAW.SLIPA[11].TtwrawA414,"","","Ontario Innovation Tax Credit available"
MJRAW.SLIPA[12].TtwrawA414,"","","Ontario Innovation Tax Credit available"
MJRAW.SLIPA[13].TtwrawA414,"","","Ontario Innovation Tax Credit available"
MJRAW.SLIPA[14].TtwrawA414,"","","Ontario Innovation Tax Credit available"
MJRAW.SLIPA[15].TtwrawA414,"","","Ontario Innovation Tax Credit available"
MJRAW.SLIPA[2].TtwrawA402,"","","Expenditure limit allocated"
MJRAW.SLIPA[2].TtwrawA403,"","","Ontario Income Tax net of specified tax credits"
MJRAW.SLIPA[3].TtwrawA402,"","","Expenditure limit allocated"
MJRAW.SLIPA[3].TtwrawA403,"","","Ontario Income Tax net of specified tax credits"
MJRAW.SLIPA[4].TtwrawA402,"","","Expenditure limit allocated"
MJRAW.SLIPA[4].TtwrawA403,"","","Ontario Income Tax net of specified tax credits"
MJRAW.SLIPA[5].TtwrawA402,"","","Expenditure limit allocated"
MJRAW.SLIPA[5].TtwrawA403,"","","Ontario Income Tax net of specified tax credits"
MJRAW.SLIPA[6].TtwrawA402,"","","Expenditure limit allocated"
MJRAW.SLIPA[6].TtwrawA403,"","","Ontario Income Tax net of specified tax credits"
MJRAW.SLIPA[7].TtwrawA402,"","","Expenditure limit allocated"
MJRAW.SLIPA[7].TtwrawA403,"","","Ontario Income Tax net of specified tax credits"
MJRAW.SLIPA[8].TtwrawA402,"","","Expenditure limit allocated"
MJRAW.SLIPA[8].TtwrawA403,"","","Ontario Income Tax net of specified tax credits"
MJRAW.SLIPA[9].TtwrawA402,"","","Expenditure limit allocated"
MJRAW.SLIPA[9].TtwrawA403,"","","Ontario Income Tax net of specified tax credits"
MJRAW.SLIPA[10].TtwrawA402,"","","Expenditure limit allocated"
MJRAW.SLIPA[10].TtwrawA403,"","","Ontario Income Tax net of specified tax credits"
MJRAW.SLIPA[11].TtwrawA402,"","","Expenditure limit allocated"
MJRAW.SLIPA[11].TtwrawA403,"","","Ontario Income Tax net of specified tax credits"
MJRAW.SLIPA[12].TtwrawA402,"","","Expenditure limit allocated"
MJRAW.SLIPA[12].TtwrawA403,"","","Ontario Income Tax net of specified tax credits"
MJRAW.SLIPA[13].TtwrawA402,"","","Expenditure limit allocated"
MJRAW.SLIPA[13].TtwrawA403,"","","Ontario Income Tax net of specified tax credits"
MJRAW.SLIPA[14].TtwrawA402,"","","Expenditure limit allocated"
MJRAW.SLIPA[14].TtwrawA403,"","","Ontario Income Tax net of specified tax credits"
MJRAW.SLIPA[15].TtwrawA402,"","","Expenditure limit allocated"
MJRAW.SLIPA[15].TtwrawA403,"","","Ontario Income Tax net of specified tax credits"
MJRAW.SLIPA[2].TtwrawA261,"","","Total capital cost of eligible property"
MJRAW.SLIPA[3].TtwrawA261,"","","Total capital cost of eligible property"
MJRAW.SLIPA[4].TtwrawA261,"","","Total capital cost of eligible property"
MJRAW.SLIPA[5].TtwrawA261,"","","Total capital cost of eligible property"
MJRAW.SLIPA[6].TtwrawA261,"","","Total capital cost of eligible property"
MJRAW.SLIPA[7].TtwrawA261,"","","Total capital cost of eligible property"
MJRAW.SLIPA[8].TtwrawA261,"","","Total capital cost of eligible property"
MJRAW.SLIPA[9].TtwrawA261,"","","Total capital cost of eligible property"
MJRAW.SLIPA[10].TtwrawA261,"","","Total capital cost of eligible property"
MJRAW.SLIPA[11].TtwrawA261,"","","Total capital cost of eligible property"
MJRAW.SLIPA[12].TtwrawA261,"","","Total capital cost of eligible property"
MJRAW.SLIPA[13].TtwrawA261,"","","Total capital cost of eligible property"
MJRAW.SLIPA[14].TtwrawA261,"","","Total capital cost of eligible property"
MJRAW.SLIPA[15].TtwrawA261,"","","Total capital cost of eligible property"
NRZNR.Ttwznr23,"H2H 1V3","H2H 1V3","Postal Code"
NRZNR.Ttwznr81,"(514)862-8869","(514)862-8869","Telephone number"
NRZNR.Ttwznr54,"President","President","Position, title, or officer's rank"
NRFAC.Ttwfac2,"Y","Y","Do you want to file Form T1134?"
NRFAC.Ttwfac23,"Montreal","Montreal","Reporting entity's address – City"
NRFAC.Ttwfac24,"H2H 1V3","H2H 1V3","Reporting entity's address – Postal code"
NRFAC.Ttwfac27,"Gurpreet Singh Sandhu","Gurpreet Singh Sandhu","Person to contact for more information – Name"
NRFAC.Ttwfac28,"President","President","Person to contact for more information – Position, title, officer's rank"
NRFAC.Ttwfac65,"4540","4540","Reporting entity's address – Number"
NRFAC.Ttwfac66,"Papineau","Papineau","Reporting entity's address – Street"
NRFAC.Ttwfac67,"QC","QC","Reporting entity's address – Province/territory or state"
FDDAV.Ttwdav2,"Y","Y","Federal – Investment tax credit from apprenticeship job creation expenditures – A"
FDDAV.Ttwdav4,"Y","Y","Federal – Investment tax credit from child care spaces expenditures – A"
FDDAV.Ttwdav342,"Y","Y","Federal – Investment tax credit claimed on contributions made to SR&ED farming organizations – A"
FDDAV.Ttwdav28,"Y","Y","Ontario – Portion of the Ontario research and development tax credit that relates to the prescribed proxy amount (PPA) and portion of the Ontario investment tax credit that relates to contributions made to SR&ED farming organizations – A"
FDDAV.Ttwdav46,"Y","Y","Ontario – Portion of the Ontario innovation tax credit that relates to the prescribed proxy amount (PPA) and portion of the Ontario investment tax credit that relates to contributions made to SR&ED farming organizations – A"
FDDAV.Ttwdav72,"Y","Y","British Columbia – Portion of the British Columbia scientific research and experimental development tax credit that relates to the prescribed proxy amount (PPA) and portion of the British Columbia investment tax credit that relates to contributions made to SR&ED farming organizations – A"
FDDAV.Ttwdav396,"N","N","Alberta – Alberta interactive digital media tax credit – A"
FDDAV.Ttwdav441,"N","","Alberta – Alberta film and television tax credit – A"
FDDAV.Ttwdav119,"Y","Y","Alberta – Portion of the Alberta innovation employment grant that relates to the prescribed proxy amount (PPA) and portion of the Alberta investment tax credit that relates to contributions made to SR&ED farming organizations – A"
FDDAV.Ttwdav172,"N","N","Other amounts – A"
RSBTX.Ttwbtx61,"N","N","Is the corporation subject to part XIV tax - Additional Tax on Non-Resident Corporations?"
MJRAW.SLIPA[2].TtwrawA129,"0","0","Dividend allowance allocated"
MJRAW.SLIPA[3].TtwrawA129,"0","0","Dividend allowance allocated"
MJRAW.SLIPA[4].TtwrawA129,"0","0","Dividend allowance allocated"
MJRAW.SLIPA[5].TtwrawA129,"0","0","Dividend allowance allocated"
MJRAW.SLIPA[6].TtwrawA129,"0","0","Dividend allowance allocated"
MJRAW.SLIPA[7].TtwrawA129,"0","0","Dividend allowance allocated"
MJRAW.SLIPA[8].TtwrawA129,"500,000","500,000","Dividend allowance allocated"
MJRAW.SLIPA[9].TtwrawA129,"","0","Dividend allowance allocated"
MJRAW.SLIPA[10].TtwrawA129,"0","0","Dividend allowance allocated"
MJRAW.SLIPA[11].TtwrawA129,"0","0","Dividend allowance allocated"
MJRAW.SLIPA[12].TtwrawA129,"0","0","Dividend allowance allocated"
MJRAW.SLIPA[13].TtwrawA129,"0","0","Dividend allowance allocated"
MJRAW.SLIPA[14].TtwrawA129,"0","0","Dividend allowance allocated"
MJRAW.SLIPA[2].TtwrawA315,"0","","Prorated dividend allowance for a short taxation year"
MJRAW.SLIPA[2].TtwrawA316,"","","Dividend allowance required to minimize Part VI.1 tax"
MJRAW.SLIPA[2].TtwrawA317,"0","","Part VI.1 tax payable"
MJRAW.SLIPA[2].TtwrawA318,"0","","Part VI.1 tax deduction"
MJRAW.SLIPA[3].TtwrawA315,"0","","Prorated dividend allowance for a short taxation year"
MJRAW.SLIPA[3].TtwrawA316,"","","Dividend allowance required to minimize Part VI.1 tax"
MJRAW.SLIPA[3].TtwrawA317,"0","","Part VI.1 tax payable"
MJRAW.SLIPA[3].TtwrawA318,"0","","Part VI.1 tax deduction"
MJRAW.SLIPA[4].TtwrawA315,"0","","Prorated dividend allowance for a short taxation year"
MJRAW.SLIPA[4].TtwrawA316,"","","Dividend allowance required to minimize Part VI.1 tax"
MJRAW.SLIPA[4].TtwrawA317,"0","","Part VI.1 tax payable"
MJRAW.SLIPA[4].TtwrawA318,"0","","Part VI.1 tax deduction"
MJRAW.SLIPA[5].TtwrawA315,"0","","Prorated dividend allowance for a short taxation year"
MJRAW.SLIPA[5].TtwrawA316,"","","Dividend allowance required to minimize Part VI.1 tax"
MJRAW.SLIPA[5].TtwrawA317,"0","","Part VI.1 tax payable"
MJRAW.SLIPA[5].TtwrawA318,"0","","Part VI.1 tax deduction"
MJRAW.SLIPA[6].TtwrawA315,"0","","Prorated dividend allowance for a short taxation year"
MJRAW.SLIPA[6].TtwrawA316,"","","Dividend allowance required to minimize Part VI.1 tax"
MJRAW.SLIPA[6].TtwrawA317,"0","","Part VI.1 tax payable"
MJRAW.SLIPA[6].TtwrawA318,"0","","Part VI.1 tax deduction"
MJRAW.SLIPA[7].TtwrawA315,"0","","Prorated dividend allowance for a short taxation year"
MJRAW.SLIPA[7].TtwrawA316,"","","Dividend allowance required to minimize Part VI.1 tax"
MJRAW.SLIPA[7].TtwrawA317,"0","","Part VI.1 tax payable"
MJRAW.SLIPA[7].TtwrawA318,"0","","Part VI.1 tax deduction"
MJRAW.SLIPA[8].TtwrawA315,"500,000","","Prorated dividend allowance for a short taxation year"
MJRAW.SLIPA[8].TtwrawA316,"","","Dividend allowance required to minimize Part VI.1 tax"
MJRAW.SLIPA[8].TtwrawA317,"0","","Part VI.1 tax payable"
MJRAW.SLIPA[8].TtwrawA318,"0","","Part VI.1 tax deduction"
MJRAW.SLIPA[9].TtwrawA315,"","","Prorated dividend allowance for a short taxation year"
MJRAW.SLIPA[9].TtwrawA316,"","","Dividend allowance required to minimize Part VI.1 tax"
MJRAW.SLIPA[9].TtwrawA317,"0","","Part VI.1 tax payable"
MJRAW.SLIPA[9].TtwrawA318,"0","","Part VI.1 tax deduction"
MJRAW.SLIPA[10].TtwrawA315,"0","","Prorated dividend allowance for a short taxation year"
MJRAW.SLIPA[10].TtwrawA316,"","","Dividend allowance required to minimize Part VI.1 tax"
MJRAW.SLIPA[10].TtwrawA317,"0","","Part VI.1 tax payable"
MJRAW.SLIPA[10].TtwrawA318,"0","","Part VI.1 tax deduction"
MJRAW.SLIPA[11].TtwrawA315,"0","","Prorated dividend allowance for a short taxation year"
MJRAW.SLIPA[11].TtwrawA316,"","","Dividend allowance required to minimize Part VI.1 tax"
MJRAW.SLIPA[11].TtwrawA317,"0","","Part VI.1 tax payable"
MJRAW.SLIPA[11].TtwrawA318,"0","","Part VI.1 tax deduction"
MJRAW.SLIPA[12].TtwrawA315,"0","","Prorated dividend allowance for a short taxation year"
MJRAW.SLIPA[12].TtwrawA316,"","","Dividend allowance required to minimize Part VI.1 tax"
MJRAW.SLIPA[12].TtwrawA317,"0","","Part VI.1 tax payable"
